Date,Open,High,Low,Close,Volume
2017-01-25 11-47,121.255,121.255,121.255,121.255,49899
2017-01-25 11-48,121.2625,121.2625,121.2625,121.2625,42855
2017-01-25 11-49,121.21,121.21,121.21,121.21,58990
2017-01-25 11-50,121.17,121.17,121.17,121.17,39630
2017-01-25 11-51,121.1602,121.1602,121.1602,121.1602,77601
2017-01-25 11-52,121.2042,121.2042,121.2042,121.2042,44550
2017-01-25 11-53,121.1699,121.1699,121.1699,121.1699,38768
2017-01-25 11-54,121.2,121.2,121.2,121.2,33540
2017-01-25 11-55,121.23,121.23,121.23,121.23,50222
2017-01-25 11-56,121.215,121.215,121.215,121.215,21745
2017-01-25 11-57,121.2042,121.2042,121.2042,121.2042,27948
2017-01-25 11-58,121.2741,121.2741,121.2741,121.2741,91903
2017-01-25 11-59,121.28,121.28,121.28,121.28,37547
2017-01-25 12-00,121.275,121.275,121.275,121.275,71684
2017-01-25 12-01,121.295,121.295,121.295,121.295,59526
2017-01-25 12-02,121.354,121.354,121.354,121.354,57196
2017-01-25 12-03,121.351,121.351,121.351,121.351,34170
2017-01-25 12-04,121.355,121.355,121.355,121.355,54581
2017-01-25 12-05,121.365,121.365,121.365,121.365,71740
2017-01-25 12-06,121.38,121.38,121.38,121.38,57568
2017-01-25 12-07,121.38,121.38,121.38,121.38,30800
2017-01-25 12-08,121.34,121.34,121.34,121.34,51518
2017-01-25 12-09,121.315,121.315,121.315,121.315,44315
2017-01-25 12-10,121.31,121.31,121.31,121.31,37324
2017-01-25 12-11,121.3065,121.3065,121.3065,121.3065,35685
2017-01-25 12-12,121.3042,121.3042,121.3042,121.3042,41175
2017-01-25 12-13,121.315,121.315,121.315,121.315,28836
2017-01-25 12-14,121.315,121.315,121.315,121.315,21068
2017-01-25 12-15,121.3148,121.3148,121.3148,121.3148,26087
2017-01-25 12-16,121.3058,121.3058,121.3058,121.3058,28047
2017-01-25 12-17,121.29,121.29,121.29,121.29,37857
2017-01-25 12-18,121.315,121.315,121.315,121.315,34101
2017-01-25 12-19,121.3,121.3,121.3,121.3,27793
2017-01-25 12-20,121.27,121.27,121.27,121.27,53162
2017-01-25 12-21,121.3,121.3,121.3,121.3,22270
2017-01-25 12-22,121.2703,121.2703,121.2703,121.2703,44890
2017-01-25 12-23,121.2947,121.2947,121.2947,121.2947,43403
2017-01-25 12-24,121.31,121.31,121.31,121.31,18472
2017-01-25 12-25,121.3593,121.3593,121.3593,121.3593,38637
2017-01-25 12-26,121.36,121.36,121.36,121.36,22761
2017-01-25 12-27,121.37,121.37,121.37,121.37,37511
2017-01-25 12-28,121.36,121.36,121.36,121.36,53972
2017-01-25 12-29,121.3601,121.3601,121.3601,121.3601,52958
2017-01-25 12-30,121.39,121.39,121.39,121.39,44683
2017-01-25 12-31,121.43,121.43,121.43,121.43,60348
2017-01-25 12-32,121.425,121.425,121.425,121.425,22728
2017-01-25 12-33,121.445,121.445,121.445,121.445,33526
2017-01-25 12-34,121.45,121.45,121.45,121.45,42810
2017-01-25 12-35,121.465,121.465,121.465,121.465,69668
2017-01-25 12-36,121.4742,121.4742,121.4742,121.4742,49048
2017-01-25 12-37,121.465,121.465,121.465,121.465,29982
2017-01-25 12-38,121.4737,121.4737,121.4737,121.4737,32618
2017-01-25 12-39,121.455,121.455,121.455,121.455,32408
2017-01-25 12-40,121.4412,121.4412,121.4412,121.4412,25840
2017-01-25 12-41,121.455,121.455,121.455,121.455,30792
2017-01-25 12-42,121.4544,121.4544,121.4544,121.4544,19580
2017-01-25 12-43,121.46,121.46,121.46,121.46,24176
2017-01-25 12-44,121.45,121.45,121.45,121.45,23058
2017-01-25 12-45,121.465,121.465,121.465,121.465,34098
2017-01-25 12-46,121.467,121.467,121.467,121.467,17962
2017-01-25 12-47,121.4421,121.4421,121.4421,121.4421,37124
2017-01-25 12-48,121.445,121.445,121.445,121.445,16030
2017-01-25 12-49,121.441,121.441,121.441,121.441,26720
2017-01-25 12-50,121.46,121.46,121.46,121.46,53054
2017-01-25 12-51,121.485,121.485,121.485,121.485,19142
2017-01-25 12-52,121.485,121.485,121.485,121.485,43308
2017-01-25 12-53,121.495,121.495,121.495,121.495,26428
2017-01-25 12-54,121.58,121.58,121.58,121.58,132048
2017-01-25 12-55,121.5758,121.5758,121.5758,121.5758,164110
2017-01-25 12-56,121.595,121.595,121.595,121.595,20036
2017-01-25 12-57,121.61,121.61,121.61,121.61,96898
2017-01-25 12-58,121.649,121.649,121.649,121.649,32856
2017-01-25 12-59,121.6256,121.6256,121.6256,121.6256,52458
2017-01-25 13-00,121.61,121.61,121.61,121.61,63722
2017-01-25 13-01,121.6042,121.6042,121.6042,121.6042,28652
2017-01-25 13-02,121.63,121.63,121.63,121.63,50756
2017-01-25 13-03,121.63,121.63,121.63,121.63,18860
2017-01-25 13-04,121.629,121.629,121.629,121.629,34188
2017-01-25 13-05,121.635,121.635,121.635,121.635,33332
2017-01-25 13-06,121.64,121.64,121.64,121.64,50868
2017-01-25 13-07,121.615,121.615,121.615,121.615,68248
2017-01-25 13-08,121.63,121.63,121.63,121.63,37024
2017-01-25 13-09,121.615,121.615,121.615,121.615,46244
2017-01-25 13-10,121.6201,121.6201,121.6201,121.6201,20144
2017-01-25 13-11,121.6355,121.6355,121.6355,121.6355,23132
2017-01-25 13-12,121.62,121.62,121.62,121.62,40420
2017-01-25 13-13,121.64,121.64,121.64,121.64,8124
2017-01-25 13-14,121.65,121.65,121.65,121.65,161752
2017-01-25 13-15,121.674,121.674,121.674,121.674,32670
2017-01-25 13-16,121.67,121.67,121.67,121.67,42652
2017-01-25 13-17,121.67,121.67,121.67,121.67,38638
2017-01-25 13-18,121.665,121.665,121.665,121.665,31362
2017-01-25 13-19,121.68,121.68,121.68,121.68,22402
2017-01-25 13-20,121.665,121.665,121.665,121.665,35448
2017-01-25 13-21,121.68,121.68,121.68,121.68,23504
2017-01-25 13-22,121.675,121.675,121.675,121.675,26376
2017-01-25 13-23,121.68,121.68,121.68,121.68,24272
2017-01-25 13-24,121.6849,121.6849,121.6849,121.6849,25904
2017-01-25 13-25,121.6961,121.6961,121.6961,121.6961,17616
2017-01-25 13-26,121.66,121.66,121.66,121.66,73104
2017-01-25 13-27,121.675,121.675,121.675,121.675,22052
2017-01-25 13-28,121.68,121.68,121.68,121.68,30392
2017-01-25 13-29,121.7,121.7,121.7,121.7,44432
2017-01-25 13-30,121.76,121.76,121.76,121.76,149740
2017-01-25 13-31,121.7358,121.7358,121.7358,121.7358,55176
2017-01-25 13-32,121.705,121.705,121.705,121.705,56830
2017-01-25 13-33,121.73,121.73,121.73,121.73,43938
2017-01-25 13-34,121.74,121.74,121.74,121.74,49406
2017-01-25 13-35,121.75,121.75,121.75,121.75,35678
2017-01-25 13-36,121.725,121.725,121.725,121.725,34222
2017-01-25 13-37,121.79,121.79,121.79,121.79,109194
2017-01-25 13-38,121.82,121.82,121.82,121.82,61164
2017-01-25 13-39,121.8678,121.8678,121.8678,121.8678,99716
2017-01-25 13-40,121.89,121.89,121.89,121.89,67526
2017-01-25 13-41,121.88,121.88,121.88,121.88,84102
2017-01-25 13-42,121.8492,121.8492,121.8492,121.8492,71826
2017-01-25 13-43,121.92,121.92,121.92,121.92,80966
2017-01-25 13-44,121.915,121.915,121.915,121.915,49304
2017-01-25 13-45,121.88,121.88,121.88,121.88,41760
2017-01-25 13-46,121.915,121.915,121.915,121.915,25796
2017-01-25 13-47,121.915,121.915,121.915,121.915,33358
2017-01-25 13-48,121.92,121.92,121.92,121.92,23290
2017-01-25 13-49,121.9,121.9,121.9,121.9,30384
2017-01-25 13-50,121.89,121.89,121.89,121.89,75352
2017-01-25 13-51,121.8949,121.8949,121.8949,121.8949,65980
2017-01-25 13-52,121.95,121.95,121.95,121.95,97284
2017-01-25 13-53,121.96,121.96,121.96,121.96,141624
2017-01-25 13-54,121.99,121.99,121.99,121.99,40068
2017-01-25 13-55,121.98,121.98,121.98,121.98,46054
2017-01-25 13-56,121.97,121.97,121.97,121.97,89090
2017-01-25 13-57,121.99,121.99,121.99,121.99,74288
2017-01-25 13-58,122,122,122,122,116572
2017-01-25 13-59,121.99,121.99,121.99,121.99,39320
2017-01-25 14-00,122,122,122,122,92176
2017-01-25 14-01,121.98,121.98,121.98,121.98,72124
2017-01-25 14-02,121.9911,121.9911,121.9911,121.9911,48712
2017-01-25 14-03,122,122,122,122,65404
2017-01-25 14-04,121.98,121.98,121.98,121.98,53508
2017-01-25 14-05,121.99,121.99,121.99,121.99,20420
2017-01-25 14-06,121.985,121.985,121.985,121.985,43120
2017-01-25 14-07,121.98,121.98,121.98,121.98,49136
2017-01-25 14-08,121.975,121.975,121.975,121.975,31720
2017-01-25 14-09,121.935,121.935,121.935,121.935,53582
2017-01-25 14-10,121.95,121.95,121.95,121.95,70302
2017-01-25 14-11,121.95,121.95,121.95,121.95,36428
2017-01-25 14-12,121.91,121.91,121.91,121.91,34852
2017-01-25 14-13,121.87,121.87,121.87,121.87,83764
2017-01-25 14-14,121.83,121.83,121.83,121.83,85874
2017-01-25 14-15,121.825,121.825,121.825,121.825,77958
2017-01-25 14-16,121.775,121.775,121.775,121.775,80482
2017-01-25 14-17,121.78,121.78,121.78,121.78,40262
2017-01-25 14-18,121.765,121.765,121.765,121.765,57138
2017-01-25 14-19,121.7789,121.7789,121.7789,121.7789,99774
2017-01-25 14-20,121.8,121.8,121.8,121.8,52548
2017-01-25 14-21,121.811,121.811,121.811,121.811,60376
2017-01-25 14-22,121.845,121.845,121.845,121.845,116952
2017-01-25 14-23,121.87,121.87,121.87,121.87,91124
2017-01-25 14-24,121.8642,121.8642,121.8642,121.8642,15740
2017-01-25 14-25,121.8601,121.8601,121.8601,121.8601,67430
2017-01-25 14-26,121.86,121.86,121.86,121.86,57418
2017-01-25 14-27,121.86,121.86,121.86,121.86,22712
2017-01-25 14-28,121.83,121.83,121.83,121.83,46668
2017-01-25 14-29,121.83,121.83,121.83,121.83,23684
2017-01-25 14-30,121.8,121.8,121.8,121.8,36484
2017-01-25 14-31,121.7899,121.7899,121.7899,121.7899,63828
2017-01-25 14-32,121.78,121.78,121.78,121.78,25974
2017-01-25 14-33,121.75,121.75,121.75,121.75,38174
2017-01-25 14-34,121.78,121.78,121.78,121.78,50500
2017-01-25 14-35,121.76,121.76,121.76,121.76,49698
2017-01-25 14-36,121.755,121.755,121.755,121.755,36862
2017-01-25 14-37,121.7641,121.7641,121.7641,121.7641,44592
2017-01-25 14-38,121.75,121.75,121.75,121.75,15976
2017-01-25 14-39,121.71,121.71,121.71,121.71,40412
2017-01-25 14-40,121.78,121.78,121.78,121.78,83208
2017-01-25 14-41,121.775,121.775,121.775,121.775,58268
2017-01-25 14-42,121.775,121.775,121.775,121.775,19648
2017-01-25 14-43,121.81,121.81,121.81,121.81,48038
2017-01-25 14-44,121.81,121.81,121.81,121.81,38382
2017-01-25 14-45,121.83,121.83,121.83,121.83,48760
2017-01-25 14-46,121.845,121.845,121.845,121.845,68476
2017-01-25 14-47,121.89,121.89,121.89,121.89,96190
2017-01-25 14-48,121.92,121.92,121.92,121.92,109082
2017-01-25 14-49,121.94,121.94,121.94,121.94,103168
2017-01-25 14-50,121.92,121.92,121.92,121.92,39136
2017-01-25 14-51,121.955,121.955,121.955,121.955,49402
2017-01-25 14-52,121.9485,121.9485,121.9485,121.9485,23310
2017-01-25 14-53,121.925,121.925,121.925,121.925,33444
2017-01-25 14-54,121.905,121.905,121.905,121.905,49020
2017-01-25 14-55,121.9056,121.9056,121.9056,121.9056,89204
2017-01-25 14-56,121.89,121.89,121.89,121.89,65396
2017-01-25 14-57,121.8835,121.8835,121.8835,121.8835,40524
2017-01-25 14-58,121.91,121.91,121.91,121.91,19380
2017-01-25 14-59,121.93,121.93,121.93,121.93,28192
2017-01-25 15-00,121.955,121.955,121.955,121.955,62526
2017-01-25 15-01,121.96,121.96,121.96,121.96,28382
2017-01-25 15-02,121.975,121.975,121.975,121.975,46570
2017-01-25 15-03,121.9656,121.9656,121.9656,121.9656,36164
2017-01-25 15-04,121.995,121.995,121.995,121.995,118230
2017-01-25 15-05,121.9925,121.9925,121.9925,121.9925,83940
2017-01-25 15-06,122.08,122.08,122.08,122.08,616040
2017-01-25 15-07,122.095,122.095,122.095,122.095,46546
2017-01-25 15-08,122.0542,122.0542,122.0542,122.0542,117090
2017-01-25 15-09,122.0541,122.0541,122.0541,122.0541,51032
2017-01-25 15-10,122.0565,122.0565,122.0565,122.0565,28852
2017-01-25 15-11,122.06,122.06,122.06,122.06,159276
2017-01-25 15-12,122.0753,122.0753,122.0753,122.0753,57632
2017-01-25 15-13,122.08,122.08,122.08,122.08,32264
2017-01-25 15-14,122.08,122.08,122.08,122.08,74086
2017-01-25 15-15,122.06,122.06,122.06,122.06,59448
2017-01-25 15-16,122,122,122,122,55894
2017-01-25 15-17,122.0031,122.0031,122.0031,122.0031,102486
2017-01-25 15-18,121.92,121.92,121.92,121.92,186330
2017-01-25 15-19,121.88,121.88,121.88,121.88,84160
2017-01-25 15-20,121.9,121.9,121.9,121.9,34432
2017-01-25 15-21,121.89,121.89,121.89,121.89,64546
2017-01-25 15-22,121.8901,121.8901,121.8901,121.8901,48338
2017-01-25 15-23,121.905,121.905,121.905,121.905,43508
2017-01-25 15-24,121.93,121.93,121.93,121.93,56804
2017-01-25 15-25,121.9465,121.9465,121.9465,121.9465,64816
2017-01-25 15-26,121.9364,121.9364,121.9364,121.9364,44932
2017-01-25 15-27,121.89,121.89,121.89,121.89,57292
2017-01-25 15-28,121.93,121.93,121.93,121.93,56776
2017-01-25 15-29,121.98,121.98,121.98,121.98,80836
2017-01-25 15-30,121.95,121.95,121.95,121.95,71244
2017-01-25 15-31,121.93,121.93,121.93,121.93,39508
2017-01-25 15-32,121.89,121.89,121.89,121.89,63504
2017-01-25 15-33,121.935,121.935,121.935,121.935,73484
2017-01-25 15-34,121.9273,121.9273,121.9273,121.9273,50268
2017-01-25 15-35,121.935,121.935,121.935,121.935,54276
2017-01-25 15-36,121.94,121.94,121.94,121.94,28604
2017-01-25 15-37,121.95,121.95,121.95,121.95,76296
2017-01-25 15-38,121.94,121.94,121.94,121.94,69060
2017-01-25 15-39,121.9473,121.9473,121.9473,121.9473,62668
2017-01-25 15-40,121.99,121.99,121.99,121.99,56152
2017-01-25 15-41,121.98,121.98,121.98,121.98,54996
2017-01-25 15-42,121.96,121.96,121.96,121.96,43464
2017-01-25 15-43,121.91,121.91,121.91,121.91,153464
2017-01-25 15-44,121.935,121.935,121.935,121.935,61068
2017-01-25 15-45,121.96,121.96,121.96,121.96,73772
2017-01-25 15-46,121.93,121.93,121.93,121.93,50212
2017-01-25 15-47,121.92,121.92,121.92,121.92,61936
2017-01-25 15-48,121.935,121.935,121.935,121.935,105592
2017-01-25 15-49,121.955,121.955,121.955,121.955,89354
2017-01-25 15-50,121.985,121.985,121.985,121.985,141026
2017-01-25 15-51,121.97,121.97,121.97,121.97,82676
2017-01-25 15-52,121.97,121.97,121.97,121.97,77504
2017-01-25 15-53,121.975,121.975,121.975,121.975,86636
2017-01-25 15-54,121.955,121.955,121.955,121.955,188840
2017-01-25 15-55,121.885,121.885,121.885,121.885,148536
2017-01-25 15-56,121.87,121.87,121.87,121.87,126888
2017-01-25 15-57,121.89,121.89,121.89,121.89,197812
2017-01-25 15-58,121.92,121.92,121.92,121.92,218696
2017-01-25 15-59,121.88,121.88,121.88,121.88,404502
2017-01-25 16-00,121.85,121.85,121.85,121.85,1972470
2017-01-26 09-30,121.77,121.77,121.77,121.77,972567
2017-01-26 09-31,121.89,121.89,121.89,121.89,798164
2017-01-26 09-32,122.0901,122.0901,122.0901,122.0901,252749
2017-01-26 09-33,122.2,122.2,122.2,122.2,195570
2017-01-26 09-34,122.23,122.23,122.23,122.23,259279
2017-01-26 09-35,122.1,122.1,122.1,122.1,155211
2017-01-26 09-36,122.21,122.21,122.21,122.21,102160
2017-01-26 09-37,122.2445,122.2445,122.2445,122.2445,113252
2017-01-26 09-38,122.25,122.25,122.25,122.25,87094
2017-01-26 09-39,122.29,122.29,122.29,122.29,114549
2017-01-26 09-40,122.17,122.17,122.17,122.17,118272
2017-01-26 09-41,121.995,121.995,121.995,121.995,193599
2017-01-26 09-42,122.04,122.04,122.04,122.04,112579
2017-01-26 09-43,121.9975,121.9975,121.9975,121.9975,73864
2017-01-26 09-44,122.045,122.045,122.045,122.045,61810
2017-01-26 09-45,121.89,121.89,121.89,121.89,161508
2017-01-26 09-46,121.92,121.92,121.92,121.92,101478
2017-01-26 09-47,122,122,122,122,72182
2017-01-26 09-48,122.06,122.06,122.06,122.06,80934
2017-01-26 09-49,122,122,122,122,72022
2017-01-26 09-50,122.07,122.07,122.07,122.07,60391
2017-01-26 09-51,122.04,122.04,122.04,122.04,78809
2017-01-26 09-52,122.03,122.03,122.03,122.03,47937
2017-01-26 09-53,122.095,122.095,122.095,122.095,104457
2017-01-26 09-54,122.04,122.04,122.04,122.04,57651
2017-01-26 09-55,122.065,122.065,122.065,122.065,31096
2017-01-26 09-56,122.03,122.03,122.03,122.03,68285
2017-01-26 09-57,122.0057,122.0057,122.0057,122.0057,136865
2017-01-26 09-58,122.09,122.09,122.09,122.09,56740
2017-01-26 09-59,122.0299,122.0299,122.0299,122.0299,78382
2017-01-26 10-00,121.951,121.951,121.951,121.951,84483
2017-01-26 10-01,121.98,121.98,121.98,121.98,87401
2017-01-26 10-02,121.95,121.95,121.95,121.95,59108
2017-01-26 10-03,121.9558,121.9558,121.9558,121.9558,56506
2017-01-26 10-04,121.96,121.96,121.96,121.96,38779
2017-01-26 10-05,121.93,121.93,121.93,121.93,97502
2017-01-26 10-06,121.9636,121.9636,121.9636,121.9636,53720
2017-01-26 10-07,121.97,121.97,121.97,121.97,37236
2017-01-26 10-08,121.9836,121.9836,121.9836,121.9836,28944
2017-01-26 10-09,122.03,122.03,122.03,122.03,53281
2017-01-26 10-10,122.1,122.1,122.1,122.1,90590
2017-01-26 10-11,122.11,122.11,122.11,122.11,58288
2017-01-26 10-12,122,122,122,122,59865
2017-01-26 10-13,122.01,122.01,122.01,122.01,37184
2017-01-26 10-14,122.03,122.03,122.03,122.03,34926
2017-01-26 10-15,121.99,121.99,121.99,121.99,41074
2017-01-26 10-16,121.93,121.93,121.93,121.93,96342
2017-01-26 10-17,121.9764,121.9764,121.9764,121.9764,38605
2017-01-26 10-18,121.94,121.94,121.94,121.94,48958
2017-01-26 10-19,121.8901,121.8901,121.8901,121.8901,44697
2017-01-26 10-20,121.91,121.91,121.91,121.91,52463
2017-01-26 10-21,121.88,121.88,121.88,121.88,76347
2017-01-26 10-22,121.79,121.79,121.79,121.79,154381
2017-01-26 10-23,121.79,121.79,121.79,121.79,53101
2017-01-26 10-24,121.74,121.74,121.74,121.74,108678
2017-01-26 10-25,121.731,121.731,121.731,121.731,57678
2017-01-26 10-26,121.7,121.7,121.7,121.7,151006
2017-01-26 10-27,121.7347,121.7347,121.7347,121.7347,169179
2017-01-26 10-28,121.72,121.72,121.72,121.72,85008
2017-01-26 10-29,121.72,121.72,121.72,121.72,40811
2017-01-26 10-30,121.72,121.72,121.72,121.72,85366
2017-01-26 10-31,121.79,121.79,121.79,121.79,80825
2017-01-26 10-32,121.8,121.8,121.8,121.8,25070
2017-01-26 10-33,121.81,121.81,121.81,121.81,77797
2017-01-26 10-34,121.82,121.82,121.82,121.82,37730
2017-01-26 10-35,121.815,121.815,121.815,121.815,53860
2017-01-26 10-36,121.7723,121.7723,121.7723,121.7723,45096
2017-01-26 10-37,121.78,121.78,121.78,121.78,67865
2017-01-26 10-38,121.7937,121.7937,121.7937,121.7937,47325
2017-01-26 10-39,121.82,121.82,121.82,121.82,20480
2017-01-26 10-40,121.831,121.831,121.831,121.831,34284
2017-01-26 10-41,121.81,121.81,121.81,121.81,48055
2017-01-26 10-42,121.72,121.72,121.72,121.72,50221
2017-01-26 10-43,121.88,121.88,121.88,121.88,166275
2017-01-26 10-44,121.86,121.86,121.86,121.86,44950
2017-01-26 10-45,121.835,121.835,121.835,121.835,39221
2017-01-26 10-46,121.8259,121.8259,121.8259,121.8259,20578
2017-01-26 10-47,121.83,121.83,121.83,121.83,20730
2017-01-26 10-48,121.82,121.82,121.82,121.82,22529
2017-01-26 10-49,121.845,121.845,121.845,121.845,19919
2017-01-26 10-50,121.8735,121.8735,121.8735,121.8735,47645
2017-01-26 10-51,121.87,121.87,121.87,121.87,24189
2017-01-26 10-52,121.8947,121.8947,121.8947,121.8947,26364
2017-01-26 10-53,121.88,121.88,121.88,121.88,49425
2017-01-26 10-54,121.895,121.895,121.895,121.895,17369
2017-01-26 10-55,121.876,121.876,121.876,121.876,24397
2017-01-26 10-56,121.82,121.82,121.82,121.82,25807
2017-01-26 10-57,121.8,121.8,121.8,121.8,39703
2017-01-26 10-58,121.8,121.8,121.8,121.8,30866
2017-01-26 10-59,121.81,121.81,121.81,121.81,41422
2017-01-26 11-00,121.85,121.85,121.85,121.85,41974
2017-01-26 11-01,121.77,121.77,121.77,121.77,70365
2017-01-26 11-02,121.63,121.63,121.63,121.63,163607
2017-01-26 11-03,121.67,121.67,121.67,121.67,58422
2017-01-26 11-04,121.6799,121.6799,121.6799,121.6799,84545
2017-01-26 11-05,121.65,121.65,121.65,121.65,32873
2017-01-26 11-06,121.63,121.63,121.63,121.63,53029
2017-01-26 11-07,121.64,121.64,121.64,121.64,54915
2017-01-26 11-08,121.6849,121.6849,121.6849,121.6849,78967
2017-01-26 11-09,121.7,121.7,121.7,121.7,40035
2017-01-26 11-10,121.73,121.73,121.73,121.73,39906
2017-01-26 11-11,121.67,121.67,121.67,121.67,59788
2017-01-26 11-12,121.72,121.72,121.72,121.72,43478
2017-01-26 11-13,121.71,121.71,121.71,121.71,54076
2017-01-26 11-14,121.71,121.71,121.71,121.71,33311
2017-01-26 11-15,121.74,121.74,121.74,121.74,33455
2017-01-26 11-16,121.75,121.75,121.75,121.75,30441
2017-01-26 11-17,121.7401,121.7401,121.7401,121.7401,20630
2017-01-26 11-18,121.73,121.73,121.73,121.73,43450
2017-01-26 11-19,121.71,121.71,121.71,121.71,42013
2017-01-26 11-20,121.68,121.68,121.68,121.68,41601
2017-01-26 11-21,121.66,121.66,121.66,121.66,46347
2017-01-26 11-22,121.66,121.66,121.66,121.66,34097
2017-01-26 11-23,121.69,121.69,121.69,121.69,32084
2017-01-26 11-24,121.72,121.72,121.72,121.72,37340
2017-01-26 11-25,121.76,121.76,121.76,121.76,37321
2017-01-26 11-26,121.77,121.77,121.77,121.77,37252
2017-01-26 11-27,121.72,121.72,121.72,121.72,50882
2017-01-26 11-28,121.73,121.73,121.73,121.73,24564
2017-01-26 11-29,121.73,121.73,121.73,121.73,41953
2017-01-26 11-30,121.72,121.72,121.72,121.72,41692
2017-01-26 11-31,121.73,121.73,121.73,121.73,34400
2017-01-26 11-32,121.73,121.73,121.73,121.73,31908
2017-01-26 11-33,121.71,121.71,121.71,121.71,35252
2017-01-26 11-34,121.7,121.7,121.7,121.7,32806
2017-01-26 11-35,121.765,121.765,121.765,121.765,56655
2017-01-26 11-36,121.8,121.8,121.8,121.8,39054
2017-01-26 11-37,121.82,121.82,121.82,121.82,32479
2017-01-26 11-38,121.8242,121.8242,121.8242,121.8242,33522
2017-01-26 11-39,121.8,121.8,121.8,121.8,49664
2017-01-26 11-40,121.794,121.794,121.794,121.794,23115
2017-01-26 11-41,121.8239,121.8239,121.8239,121.8239,46295
2017-01-26 11-42,121.825,121.825,121.825,121.825,27842
2017-01-26 11-43,121.86,121.86,121.86,121.86,71917
2017-01-26 11-44,121.88,121.88,121.88,121.88,52016
2017-01-26 11-45,121.92,121.92,121.92,121.92,69469
2017-01-26 11-46,121.885,121.885,121.885,121.885,47820
2017-01-26 11-47,121.9,121.9,121.9,121.9,24702
2017-01-26 11-48,121.91,121.91,121.91,121.91,32508
2017-01-26 11-49,121.92,121.92,121.92,121.92,44182
2017-01-26 11-50,121.85,121.85,121.85,121.85,55739
2017-01-26 11-51,121.859,121.859,121.859,121.859,54137
2017-01-26 11-52,121.87,121.87,121.87,121.87,27147
2017-01-26 11-53,121.87,121.87,121.87,121.87,29984
2017-01-26 11-54,121.86,121.86,121.86,121.86,34743
2017-01-26 11-55,121.84,121.84,121.84,121.84,53298
2017-01-26 11-56,121.83,121.83,121.83,121.83,21876
2017-01-26 11-57,121.854,121.854,121.854,121.854,25201
2017-01-26 11-58,121.8456,121.8456,121.8456,121.8456,17337
2017-01-26 11-59,121.8299,121.8299,121.8299,121.8299,32152
2017-01-26 12-00,121.83,121.83,121.83,121.83,24587
2017-01-26 12-01,121.86,121.86,121.86,121.86,32686
2017-01-26 12-02,121.85,121.85,121.85,121.85,16018
2017-01-26 12-03,121.76,121.76,121.76,121.76,74301
2017-01-26 12-04,121.69,121.69,121.69,121.69,78361
2017-01-26 12-05,121.69,121.69,121.69,121.69,92494
2017-01-26 12-06,121.745,121.745,121.745,121.745,80731
2017-01-26 12-07,121.775,121.775,121.775,121.775,52419
2017-01-26 12-08,121.8111,121.8111,121.8111,121.8111,1625295
2017-01-26 12-09,122.0001,122.0001,122.0001,122.0001,256169
2017-01-26 12-10,121.9,121.9,121.9,121.9,153861
2017-01-26 12-11,121.915,121.915,121.915,121.915,39267
2017-01-26 12-12,121.89,121.89,121.89,121.89,38603
2017-01-26 12-13,121.9199,121.9199,121.9199,121.9199,33872
2017-01-26 12-14,121.91,121.91,121.91,121.91,18889
2017-01-26 12-15,121.8714,121.8714,121.8714,121.8714,24701
2017-01-26 12-16,121.845,121.845,121.845,121.845,27283
2017-01-26 12-17,121.84,121.84,121.84,121.84,5449
2017-01-26 12-18,121.83,121.83,121.83,121.83,19745
2017-01-26 12-19,121.815,121.815,121.815,121.815,70060
2017-01-26 12-20,121.82,121.82,121.82,121.82,75359
2017-01-26 12-21,121.81,121.81,121.81,121.81,32989
2017-01-26 12-22,121.8,121.8,121.8,121.8,30780
2017-01-26 12-23,121.825,121.825,121.825,121.825,19592
2017-01-26 12-24,121.8535,121.8535,121.8535,121.8535,18336
2017-01-26 12-25,121.86,121.86,121.86,121.86,12423
2017-01-26 12-26,121.8558,121.8558,121.8558,121.8558,7777
2017-01-26 12-27,121.82,121.82,121.82,121.82,30308
2017-01-26 12-28,121.82,121.82,121.82,121.82,17189
2017-01-26 12-29,121.7901,121.7901,121.7901,121.7901,11095
2017-01-26 12-30,121.83,121.83,121.83,121.83,27360
2017-01-26 12-31,121.8573,121.8573,121.8573,121.8573,21360
2017-01-26 12-32,121.8431,121.8431,121.8431,121.8431,17703
2017-01-26 12-33,121.8335,121.8335,121.8335,121.8335,21553
2017-01-26 12-34,121.84,121.84,121.84,121.84,23872
2017-01-26 12-35,121.81,121.81,121.81,121.81,20645
2017-01-26 12-36,121.805,121.805,121.805,121.805,37498
2017-01-26 12-37,121.79,121.79,121.79,121.79,16252
2017-01-26 12-38,121.83,121.83,121.83,121.83,36028
2017-01-26 12-39,121.865,121.865,121.865,121.865,18620
2017-01-26 12-40,121.88,121.88,121.88,121.88,21974
2017-01-26 12-41,121.91,121.91,121.91,121.91,22786
2017-01-26 12-42,121.89,121.89,121.89,121.89,34145
2017-01-26 12-43,121.89,121.89,121.89,121.89,15178
2017-01-26 12-44,121.9139,121.9139,121.9139,121.9139,31416
2017-01-26 12-45,121.915,121.915,121.915,121.915,27913
2017-01-26 12-46,121.915,121.915,121.915,121.915,24393
2017-01-26 12-47,121.92,121.92,121.92,121.92,20770
2017-01-26 12-48,121.91,121.91,121.91,121.91,109194
2017-01-26 12-49,121.91,121.91,121.91,121.91,28374
2017-01-26 12-50,121.905,121.905,121.905,121.905,45187
2017-01-26 12-51,121.9275,121.9275,121.9275,121.9275,24721
