Date,Open,High,Low,Close,Volume
2017-01-24 10-34,120.025,120.025,120.025,120.025,54571
2017-01-24 10-35,120.005,120.005,120.005,120.005,41900
2017-01-24 10-36,120.005,120.005,120.005,120.005,63813
2017-01-24 10-37,119.98,119.98,119.98,119.98,112508
2017-01-24 10-38,119.99,119.99,119.99,119.99,49438
2017-01-24 10-39,119.9975,119.9975,119.9975,119.9975,45787
2017-01-24 10-40,119.96,119.96,119.96,119.96,34176
2017-01-24 10-41,119.99,119.99,119.99,119.99,45141
2017-01-24 10-42,120,120,120,120,42894
2017-01-24 10-43,119.96,119.96,119.96,119.96,55459
2017-01-24 10-44,119.99,119.99,119.99,119.99,67267
2017-01-24 10-45,119.98,119.98,119.98,119.98,40712
2017-01-24 10-46,119.975,119.975,119.975,119.975,24914
2017-01-24 10-47,119.97,119.97,119.97,119.97,21734
2017-01-24 10-48,120,120,120,120,24878
2017-01-24 10-49,120.01,120.01,120.01,120.01,72558
2017-01-24 10-50,120,120,120,120,38855
2017-01-24 10-51,120,120,120,120,43526
2017-01-24 10-52,120,120,120,120,34072
2017-01-24 10-53,120.0112,120.0112,120.0112,120.0112,41389
2017-01-24 10-54,119.995,119.995,119.995,119.995,25886
2017-01-24 10-55,120.01,120.01,120.01,120.01,30126
2017-01-24 10-56,119.9999,119.9999,119.9999,119.9999,28419
2017-01-24 10-57,120,120,120,120,24343
2017-01-24 10-58,119.95,119.95,119.95,119.95,197813
2017-01-24 10-59,119.9452,119.9452,119.9452,119.9452,304387
2017-01-24 11-00,119.96,119.96,119.96,119.96,100839
2017-01-24 11-01,120.03,120.03,120.03,120.03,97535
2017-01-24 11-02,120.0216,120.0216,120.0216,120.0216,35848
2017-01-24 11-03,120.01,120.01,120.01,120.01,26576
2017-01-24 11-04,120.0154,120.0154,120.0154,120.0154,38173
2017-01-24 11-05,120.02,120.02,120.02,120.02,54980
2017-01-24 11-06,120.02,120.02,120.02,120.02,23278
2017-01-24 11-07,120.025,120.025,120.025,120.025,77429
2017-01-24 11-08,120.05,120.05,120.05,120.05,88846
2017-01-24 11-09,120.06,120.06,120.06,120.06,45623
2017-01-24 11-10,120.07,120.07,120.07,120.07,56297
2017-01-24 11-11,120.025,120.025,120.025,120.025,29988
2017-01-24 11-12,119.99,119.99,119.99,119.99,62167
2017-01-24 11-13,120,120,120,120,27353
2017-01-24 11-14,120.025,120.025,120.025,120.025,38236
2017-01-24 11-15,120.06,120.06,120.06,120.06,47364
2017-01-24 11-16,120.03,120.03,120.03,120.03,33504
2017-01-24 11-17,120.01,120.01,120.01,120.01,29620
2017-01-24 11-18,120.0037,120.0037,120.0037,120.0037,32195
2017-01-24 11-19,120.008,120.008,120.008,120.008,71119
2017-01-24 11-20,119.98,119.98,119.98,119.98,30708
2017-01-24 11-21,119.98,119.98,119.98,119.98,36179
2017-01-24 11-22,119.98,119.98,119.98,119.98,33520
2017-01-24 11-23,119.9833,119.9833,119.9833,119.9833,30872
2017-01-24 11-24,119.98,119.98,119.98,119.98,33569
2017-01-24 11-25,119.98,119.98,119.98,119.98,24042
2017-01-24 11-26,119.98,119.98,119.98,119.98,25918
2017-01-24 11-27,119.98,119.98,119.98,119.98,47032
2017-01-24 11-28,119.97,119.97,119.97,119.97,23583
2017-01-24 11-29,119.97,119.97,119.97,119.97,49117
2017-01-24 11-30,119.96,119.96,119.96,119.96,44968
2017-01-24 11-31,119.98,119.98,119.98,119.98,31156
2017-01-24 11-32,119.98,119.98,119.98,119.98,27029
2017-01-24 11-33,119.9799,119.9799,119.9799,119.9799,32827
2017-01-24 11-34,119.99,119.99,119.99,119.99,34891
2017-01-24 11-35,120.015,120.015,120.015,120.015,86885
2017-01-24 11-36,119.9936,119.9936,119.9936,119.9936,22031
2017-01-24 11-37,120.0141,120.0141,120.0141,120.0141,25242
2017-01-24 11-38,120.04,120.04,120.04,120.04,25695
2017-01-24 11-39,120.01,120.01,120.01,120.01,25390
2017-01-24 11-40,120.01,120.01,120.01,120.01,46407
2017-01-24 11-41,120.01,120.01,120.01,120.01,24021
2017-01-24 11-42,119.985,119.985,119.985,119.985,18977
2017-01-24 11-43,120.0041,120.0041,120.0041,120.0041,17776
2017-01-24 11-44,120.0141,120.0141,120.0141,120.0141,11344
2017-01-24 11-45,120.015,120.015,120.015,120.015,18957
2017-01-24 11-46,119.975,119.975,119.975,119.975,89727
2017-01-24 11-47,119.9799,119.9799,119.9799,119.9799,18005
2017-01-24 11-48,119.96,119.96,119.96,119.96,30123
2017-01-24 11-49,119.9899,119.9899,119.9899,119.9899,21032
2017-01-24 11-50,119.9842,119.9842,119.9842,119.9842,23350
2017-01-24 11-51,119.99,119.99,119.99,119.99,32335
2017-01-24 11-52,119.985,119.985,119.985,119.985,22093
2017-01-24 11-53,119.97,119.97,119.97,119.97,51221
2017-01-24 11-54,119.96,119.96,119.96,119.96,38994
2017-01-24 11-55,119.95,119.95,119.95,119.95,23447
2017-01-24 11-56,119.9633,119.9633,119.9633,119.9633,14368
2017-01-24 11-57,119.98,119.98,119.98,119.98,34988
2017-01-24 11-58,119.9699,119.9699,119.9699,119.9699,14556
2017-01-24 11-59,119.971,119.971,119.971,119.971,32887
2017-01-24 12-00,119.995,119.995,119.995,119.995,25655
2017-01-24 12-01,119.9941,119.9941,119.9941,119.9941,23588
2017-01-24 12-02,120.02,120.02,120.02,120.02,47052
2017-01-24 12-03,120.01,120.01,120.01,120.01,10276
2017-01-24 12-04,120.0039,120.0039,120.0039,120.0039,26842
2017-01-24 12-05,119.98,119.98,119.98,119.98,25255
2017-01-24 12-06,119.99,119.99,119.99,119.99,20434
2017-01-24 12-07,119.9799,119.9799,119.9799,119.9799,18339
2017-01-24 12-08,120.0042,120.0042,120.0042,120.0042,70933
2017-01-24 12-09,119.995,119.995,119.995,119.995,15815
2017-01-24 12-10,120,120,120,120,37602
2017-01-24 12-11,120.01,120.01,120.01,120.01,30375
2017-01-24 12-12,120.035,120.035,120.035,120.035,33733
2017-01-24 12-13,120.06,120.06,120.06,120.06,48652
2017-01-24 12-14,120.0635,120.0635,120.0635,120.0635,30761
2017-01-24 12-15,120.035,120.035,120.035,120.035,19877
2017-01-24 12-16,120.0142,120.0142,120.0142,120.0142,28446
2017-01-24 12-17,120,120,120,120,23636
2017-01-24 12-18,119.985,119.985,119.985,119.985,35098
2017-01-24 12-19,119.97,119.97,119.97,119.97,48738
2017-01-24 12-20,119.97,119.97,119.97,119.97,48990
2017-01-24 12-21,119.97,119.97,119.97,119.97,14648
2017-01-24 12-22,119.975,119.975,119.975,119.975,19382
2017-01-24 12-23,119.97,119.97,119.97,119.97,22991
2017-01-24 12-24,119.95,119.95,119.95,119.95,28743
2017-01-24 12-25,119.98,119.98,119.98,119.98,14203
2017-01-24 12-26,120.01,120.01,120.01,120.01,60207
2017-01-24 12-27,120.005,120.005,120.005,120.005,19335
2017-01-24 12-28,120.02,120.02,120.02,120.02,27425
2017-01-24 12-29,120.01,120.01,120.01,120.01,15101
2017-01-24 12-30,120.01,120.01,120.01,120.01,13020
2017-01-24 12-31,119.995,119.995,119.995,119.995,30238
2017-01-24 12-32,119.99,119.99,119.99,119.99,16342
2017-01-24 12-33,119.985,119.985,119.985,119.985,24649
2017-01-24 12-34,119.99,119.99,119.99,119.99,47608
2017-01-24 12-35,119.956,119.956,119.956,119.956,34688
2017-01-24 12-36,119.96,119.96,119.96,119.96,13973
2017-01-24 12-37,119.95,119.95,119.95,119.95,41455
2017-01-24 12-38,119.96,119.96,119.96,119.96,37126
2017-01-24 12-39,119.91,119.91,119.91,119.91,66614
2017-01-24 12-40,119.895,119.895,119.895,119.895,65923
2017-01-24 12-41,119.88,119.88,119.88,119.88,57626
2017-01-24 12-42,119.8947,119.8947,119.8947,119.8947,60424
2017-01-24 12-43,119.91,119.91,119.91,119.91,45574
2017-01-24 12-44,119.96,119.96,119.96,119.96,51231
2017-01-24 12-45,119.945,119.945,119.945,119.945,26703
2017-01-24 12-46,119.94,119.94,119.94,119.94,25920
2017-01-24 12-47,119.984,119.984,119.984,119.984,34647
2017-01-24 12-48,119.96,119.96,119.96,119.96,22659
2017-01-24 12-49,119.96,119.96,119.96,119.96,12073
2017-01-24 12-50,119.96,119.96,119.96,119.96,64641
2017-01-24 12-51,119.9842,119.9842,119.9842,119.9842,30981
2017-01-24 12-52,119.975,119.975,119.975,119.975,16073
2017-01-24 12-53,119.985,119.985,119.985,119.985,24462
2017-01-24 12-54,119.985,119.985,119.985,119.985,21509
2017-01-24 12-55,119.98,119.98,119.98,119.98,18318
2017-01-24 12-56,119.9801,119.9801,119.9801,119.9801,49779
2017-01-24 12-57,120,120,120,120,30847
2017-01-24 12-58,119.99,119.99,119.99,119.99,38241
2017-01-24 12-59,119.97,119.97,119.97,119.97,35581
2017-01-24 13-00,119.96,119.96,119.96,119.96,26663
2017-01-24 13-01,119.94,119.94,119.94,119.94,39796
2017-01-24 13-02,119.955,119.955,119.955,119.955,21425
2017-01-24 13-03,119.99,119.99,119.99,119.99,35284
2017-01-24 13-04,119.99,119.99,119.99,119.99,36700
2017-01-24 13-05,119.99,119.99,119.99,119.99,20942
2017-01-24 13-06,120.01,120.01,120.01,120.01,126999
2017-01-24 13-07,120.03,120.03,120.03,120.03,30050
2017-01-24 13-08,120.04,120.04,120.04,120.04,36147
2017-01-24 13-09,120.0363,120.0363,120.0363,120.0363,34379
2017-01-24 13-10,120.0599,120.0599,120.0599,120.0599,43149
2017-01-24 13-11,120.0504,120.0504,120.0504,120.0504,19451
2017-01-24 13-12,120.045,120.045,120.045,120.045,27287
2017-01-24 13-13,120.02,120.02,120.02,120.02,19734
2017-01-24 13-14,119.98,119.98,119.98,119.98,31458
2017-01-24 13-15,119.98,119.98,119.98,119.98,43563
2017-01-24 13-16,119.975,119.975,119.975,119.975,50785
2017-01-24 13-17,119.985,119.985,119.985,119.985,17673
2017-01-24 13-18,120.0099,120.0099,120.0099,120.0099,35676
2017-01-24 13-19,120.001,120.001,120.001,120.001,38055
2017-01-24 13-20,120.01,120.01,120.01,120.01,26099
2017-01-24 13-21,119.995,119.995,119.995,119.995,25417
2017-01-24 13-22,119.9901,119.9901,119.9901,119.9901,13435
2017-01-24 13-23,119.9948,119.9948,119.9948,119.9948,29881
2017-01-24 13-24,119.99,119.99,119.99,119.99,52816
2017-01-24 13-25,119.99,119.99,119.99,119.99,24970
2017-01-24 13-26,119.99,119.99,119.99,119.99,20262
2017-01-24 13-27,120,120,120,120,50975
2017-01-24 13-28,120,120,120,120,19227
2017-01-24 13-29,120,120,120,120,40803
2017-01-24 13-30,119.9931,119.9931,119.9931,119.9931,20428
2017-01-24 13-31,120.04,120.04,120.04,120.04,85066
2017-01-24 13-32,120.049,120.049,120.049,120.049,68930
2017-01-24 13-33,120.0442,120.0442,120.0442,120.0442,28361
2017-01-24 13-34,120.03,120.03,120.03,120.03,36440
2017-01-24 13-35,120.04,120.04,120.04,120.04,45924
2017-01-24 13-36,120.02,120.02,120.02,120.02,41123
2017-01-24 13-37,120.03,120.03,120.03,120.03,32854
2017-01-24 13-38,120.0401,120.0401,120.0401,120.0401,27828
2017-01-24 13-39,120.03,120.03,120.03,120.03,36557
2017-01-24 13-40,120.04,120.04,120.04,120.04,22355
2017-01-24 13-41,120.05,120.05,120.05,120.05,44541
2017-01-24 13-42,120.035,120.035,120.035,120.035,43828
2017-01-24 13-43,120.06,120.06,120.06,120.06,97150
2017-01-24 13-44,120.08,120.08,120.08,120.08,79273
2017-01-24 13-45,120.08,120.08,120.08,120.08,36839
2017-01-24 13-46,120.0625,120.0625,120.0625,120.0625,32328
2017-01-24 13-47,120.05,120.05,120.05,120.05,15750
2017-01-24 13-48,120.04,120.04,120.04,120.04,37835
2017-01-24 13-49,120.02,120.02,120.02,120.02,23058
2017-01-24 13-50,120.01,120.01,120.01,120.01,29699
2017-01-24 13-51,120.0162,120.0162,120.0162,120.0162,77937
2017-01-24 13-52,120.0041,120.0041,120.0041,120.0041,49729
2017-01-24 13-53,120,120,120,120,26484
2017-01-24 13-54,120,120,120,120,41731
2017-01-24 13-55,120,120,120,120,69543
2017-01-24 13-56,120.01,120.01,120.01,120.01,21881
2017-01-24 13-57,120.005,120.005,120.005,120.005,21732
2017-01-24 13-58,120,120,120,120,20726
2017-01-24 13-59,120.0002,120.0002,120.0002,120.0002,37975
2017-01-24 14-00,120.0001,120.0001,120.0001,120.0001,32460
2017-01-24 14-01,119.99,119.99,119.99,119.99,31659
2017-01-24 14-02,120,120,120,120,26089
2017-01-24 14-03,120.005,120.005,120.005,120.005,34225
2017-01-24 14-04,120.01,120.01,120.01,120.01,18275
2017-01-24 14-05,120.02,120.02,120.02,120.02,59225
2017-01-24 14-06,120.005,120.005,120.005,120.005,25557
2017-01-24 14-07,120,120,120,120,21313
2017-01-24 14-08,120.03,120.03,120.03,120.03,32364
2017-01-24 14-09,120,120,120,120,13148
2017-01-24 14-10,119.99,119.99,119.99,119.99,53573
2017-01-24 14-11,119.98,119.98,119.98,119.98,69714
2017-01-24 14-12,120.005,120.005,120.005,120.005,54258
2017-01-24 14-13,119.995,119.995,119.995,119.995,50067
2017-01-24 14-14,119.99,119.99,119.99,119.99,45613
2017-01-24 14-15,120.0001,120.0001,120.0001,120.0001,42255
2017-01-24 14-16,120.04,120.04,120.04,120.04,34309
2017-01-24 14-17,120.055,120.055,120.055,120.055,67477
2017-01-24 14-18,119.9941,119.9941,119.9941,119.9941,69003
2017-01-24 14-19,120.01,120.01,120.01,120.01,101046
2017-01-24 14-20,119.98,119.98,119.98,119.98,56532
2017-01-24 14-21,119.99,119.99,119.99,119.99,16098
2017-01-24 14-22,120,120,120,120,14492
2017-01-24 14-23,119.99,119.99,119.99,119.99,38226
2017-01-24 14-24,119.979,119.979,119.979,119.979,52101
2017-01-24 14-25,119.98,119.98,119.98,119.98,56518
2017-01-24 14-26,119.96,119.96,119.96,119.96,49608
2017-01-24 14-27,119.99,119.99,119.99,119.99,82463
2017-01-24 14-28,119.9643,119.9643,119.9643,119.9643,73349
2017-01-24 14-29,119.97,119.97,119.97,119.97,31078
2017-01-24 14-30,119.995,119.995,119.995,119.995,47620
2017-01-24 14-31,120.0025,120.0025,120.0025,120.0025,112269
2017-01-24 14-32,120.04,120.04,120.04,120.04,59721
2017-01-24 14-33,120.04,120.04,120.04,120.04,32019
2017-01-24 14-34,120.02,120.02,120.02,120.02,46507
2017-01-24 14-35,120,120,120,120,21445
2017-01-24 14-36,120,120,120,120,15625
2017-01-24 14-37,120.04,120.04,120.04,120.04,44572
2017-01-24 14-38,120.0341,120.0341,120.0341,120.0341,39414
2017-01-24 14-39,120.04,120.04,120.04,120.04,38094
2017-01-24 14-40,120.055,120.055,120.055,120.055,33389
2017-01-24 14-41,120.0601,120.0601,120.0601,120.0601,26534
2017-01-24 14-42,120.06,120.06,120.06,120.06,24424
2017-01-24 14-43,120.02,120.02,120.02,120.02,104433
2017-01-24 14-44,119.9956,119.9956,119.9956,119.9956,40295
2017-01-24 14-45,119.99,119.99,119.99,119.99,20392
2017-01-24 14-46,119.99,119.99,119.99,119.99,41548
2017-01-24 14-47,119.9932,119.9932,119.9932,119.9932,79010
2017-01-24 14-48,120.01,120.01,120.01,120.01,56060
2017-01-24 14-49,119.9911,119.9911,119.9911,119.9911,56144
2017-01-24 14-50,120.01,120.01,120.01,120.01,28004
2017-01-24 14-51,120.03,120.03,120.03,120.03,38136
2017-01-24 14-52,120,120,120,120,30520
2017-01-24 14-53,120.0057,120.0057,120.0057,120.0057,22688
2017-01-24 14-54,120.01,120.01,120.01,120.01,27224
2017-01-24 14-55,120.01,120.01,120.01,120.01,28110
2017-01-24 14-56,120.03,120.03,120.03,120.03,27684
2017-01-24 14-57,120.03,120.03,120.03,120.03,34436
2017-01-24 14-58,120.01,120.01,120.01,120.01,28134
2017-01-24 14-59,120.01,120.01,120.01,120.01,13774
2017-01-24 15-00,120,120,120,120,55106
2017-01-24 15-01,120.04,120.04,120.04,120.04,34644
2017-01-24 15-02,120.03,120.03,120.03,120.03,45952
2017-01-24 15-03,120.03,120.03,120.03,120.03,95618
2017-01-24 15-04,120.0056,120.0056,120.0056,120.0056,20214
2017-01-24 15-05,120,120,120,120,43188
2017-01-24 15-06,120.015,120.015,120.015,120.015,47184
2017-01-24 15-07,120.025,120.025,120.025,120.025,29026
2017-01-24 15-08,120.069,120.069,120.069,120.069,78836
2017-01-24 15-09,120.05,120.05,120.05,120.05,68824
2017-01-24 15-10,120.05,120.05,120.05,120.05,52134
2017-01-24 15-11,120.055,120.055,120.055,120.055,36988
2017-01-24 15-12,120.03,120.03,120.03,120.03,23448
2017-01-24 15-13,120.02,120.02,120.02,120.02,39504
2017-01-24 15-14,120.02,120.02,120.02,120.02,45928
2017-01-24 15-15,120.027,120.027,120.027,120.027,25738
2017-01-24 15-16,120.0057,120.0057,120.0057,120.0057,32234
2017-01-24 15-17,119.99,119.99,119.99,119.99,53700
2017-01-24 15-18,119.99,119.99,119.99,119.99,60594
2017-01-24 15-19,120,120,120,120,39464
2017-01-24 15-20,120,120,120,120,28150
2017-01-24 15-21,120,120,120,120,19084
2017-01-24 15-22,120.015,120.015,120.015,120.015,38068
2017-01-24 15-23,120.045,120.045,120.045,120.045,43092
2017-01-24 15-24,120.01,120.01,120.01,120.01,27558
2017-01-24 15-25,120.0113,120.0113,120.0113,120.0113,71216
2017-01-24 15-26,120.015,120.015,120.015,120.015,45602
2017-01-24 15-27,119.9967,119.9967,119.9967,119.9967,150808
2017-01-24 15-28,120.0216,120.0216,120.0216,120.0216,95800
2017-01-24 15-29,120.03,120.03,120.03,120.03,59752
2017-01-24 15-30,120.0116,120.0116,120.0116,120.0116,63098
2017-01-24 15-31,119.995,119.995,119.995,119.995,65938
2017-01-24 15-32,120,120,120,120,75212
2017-01-24 15-33,120.001,120.001,120.001,120.001,39518
2017-01-24 15-34,119.995,119.995,119.995,119.995,42718
2017-01-24 15-35,119.99,119.99,119.99,119.99,60144
2017-01-24 15-36,119.99,119.99,119.99,119.99,46850
2017-01-24 15-37,120,120,120,120,26646
2017-01-24 15-38,120,120,120,120,103628
2017-01-24 15-39,119.995,119.995,119.995,119.995,41548
2017-01-24 15-40,119.995,119.995,119.995,119.995,43924
2017-01-24 15-41,119.99,119.99,119.99,119.99,34294
2017-01-24 15-42,119.99,119.99,119.99,119.99,48254
2017-01-24 15-43,120.015,120.015,120.015,120.015,57174
2017-01-24 15-44,120.02,120.02,120.02,120.02,78428
2017-01-24 15-45,119.99,119.99,119.99,119.99,46074
2017-01-24 15-46,119.995,119.995,119.995,119.995,63232
2017-01-24 15-47,119.99,119.99,119.99,119.99,64484
2017-01-24 15-48,120,120,120,120,83514
2017-01-24 15-49,119.99,119.99,119.99,119.99,54622
2017-01-24 15-50,119.98,119.98,119.98,119.98,162720
2017-01-24 15-51,119.991,119.991,119.991,119.991,64192
2017-01-24 15-52,120.01,120.01,120.01,120.01,82002
2017-01-24 15-53,119.99,119.99,119.99,119.99,55060
2017-01-24 15-54,119.96,119.96,119.96,119.96,172048
2017-01-24 15-55,119.94,119.94,119.94,119.94,114534
2017-01-24 15-56,119.955,119.955,119.955,119.955,143570
2017-01-24 15-57,120,120,120,120,122660
2017-01-24 15-58,119.995,119.995,119.995,119.995,150898
2017-01-24 15-59,119.96,119.96,119.96,119.96,414944
2017-01-24 16-00,119.9708,119.9708,119.9708,119.9708,1545470
2017-01-25 09-30,120.43,120.43,120.43,120.43,169030
2017-01-25 09-31,120.75,120.75,120.75,120.75,1158801
2017-01-25 09-32,120.7899,120.7899,120.7899,120.7899,380528
2017-01-25 09-33,120.89,120.89,120.89,120.89,171899
2017-01-25 09-34,120.8192,120.8192,120.8192,120.8192,214741
2017-01-25 09-35,120.92,120.92,120.92,120.92,274811
2017-01-25 09-36,120.92,120.92,120.92,120.92,224143
2017-01-25 09-37,120.97,120.97,120.97,120.97,260263
2017-01-25 09-38,120.921,120.921,120.921,120.921,143695
2017-01-25 09-39,120.93,120.93,120.93,120.93,131999
2017-01-25 09-40,120.9399,120.9399,120.9399,120.9399,141823
2017-01-25 09-41,121,121,121,121,289394
2017-01-25 09-42,121.11,121.11,121.11,121.11,593454
2017-01-25 09-43,121.17,121.17,121.17,121.17,202740
2017-01-25 09-44,121.11,121.11,121.11,121.11,146234
2017-01-25 09-45,121.12,121.12,121.12,121.12,158696
2017-01-25 09-46,121.0456,121.0456,121.0456,121.0456,151270
2017-01-25 09-47,121.03,121.03,121.03,121.03,119528
2017-01-25 09-48,121.08,121.08,121.08,121.08,123589
2017-01-25 09-49,121.0601,121.0601,121.0601,121.0601,79110
2017-01-25 09-50,121.09,121.09,121.09,121.09,94371
2017-01-25 09-51,121.025,121.025,121.025,121.025,120823
2017-01-25 09-52,121.09,121.09,121.09,121.09,94523
2017-01-25 09-53,121.085,121.085,121.085,121.085,65237
2017-01-25 09-54,121.105,121.105,121.105,121.105,109624
2017-01-25 09-55,121.17,121.17,121.17,121.17,144098
2017-01-25 09-56,121.2,121.2,121.2,121.2,207264
2017-01-25 09-57,121.21,121.21,121.21,121.21,261883
2017-01-25 09-58,121.13,121.13,121.13,121.13,120764
2017-01-25 09-59,121.12,121.12,121.12,121.12,121483
2017-01-25 10-00,121.11,121.11,121.11,121.11,99253
2017-01-25 10-01,121.12,121.12,121.12,121.12,74353
2017-01-25 10-02,121.13,121.13,121.13,121.13,69472
2017-01-25 10-03,121.15,121.15,121.15,121.15,50759
2017-01-25 10-04,121.12,121.12,121.12,121.12,83365
2017-01-25 10-05,121.12,121.12,121.12,121.12,63510
2017-01-25 10-06,121.05,121.05,121.05,121.05,122736
2017-01-25 10-07,121.15,121.15,121.15,121.15,92718
2017-01-25 10-08,121.2001,121.2001,121.2001,121.2001,109989
2017-01-25 10-09,121.27,121.27,121.27,121.27,128781
2017-01-25 10-10,121.3115,121.3115,121.3115,121.3115,192257
2017-01-25 10-11,121.33,121.33,121.33,121.33,82851
2017-01-25 10-12,121.35,121.35,121.35,121.35,99100
2017-01-25 10-13,121.4012,121.4012,121.4012,121.4012,99063
2017-01-25 10-14,121.34,121.34,121.34,121.34,99325
2017-01-25 10-15,121.31,121.31,121.31,121.31,96718
2017-01-25 10-16,121.3899,121.3899,121.3899,121.3899,159839
2017-01-25 10-17,121.39,121.39,121.39,121.39,89413
2017-01-25 10-18,121.435,121.435,121.435,121.435,126887
2017-01-25 10-19,121.45,121.45,121.45,121.45,167853
2017-01-25 10-20,121.4499,121.4499,121.4499,121.4499,75801
2017-01-25 10-21,121.47,121.47,121.47,121.47,87623
2017-01-25 10-22,121.54,121.54,121.54,121.54,249972
2017-01-25 10-23,121.555,121.555,121.555,121.555,122974
2017-01-25 10-24,121.52,121.52,121.52,121.52,77267
2017-01-25 10-25,121.52,121.52,121.52,121.52,85662
2017-01-25 10-26,121.41,121.41,121.41,121.41,128343
2017-01-25 10-27,121.41,121.41,121.41,121.41,73467
2017-01-25 10-28,121.4635,121.4635,121.4635,121.4635,90379
2017-01-25 10-29,121.46,121.46,121.46,121.46,63065
2017-01-25 10-30,121.49,121.49,121.49,121.49,66085
2017-01-25 10-31,121.519,121.519,121.519,121.519,103026
2017-01-25 10-32,121.525,121.525,121.525,121.525,71264
2017-01-25 10-33,121.505,121.505,121.505,121.505,79785
2017-01-25 10-34,121.48,121.48,121.48,121.48,135247
2017-01-25 10-35,121.49,121.49,121.49,121.49,107321
2017-01-25 10-36,121.49,121.49,121.49,121.49,68943
2017-01-25 10-37,121.5,121.5,121.5,121.5,70544
2017-01-25 10-38,121.51,121.51,121.51,121.51,131593
2017-01-25 10-39,121.53,121.53,121.53,121.53,52294
2017-01-25 10-40,121.55,121.55,121.55,121.55,54607
2017-01-25 10-41,121.6,121.6,121.6,121.6,202149
2017-01-25 10-42,121.665,121.665,121.665,121.665,111104
2017-01-25 10-43,121.645,121.645,121.645,121.645,83639
2017-01-25 10-44,121.66,121.66,121.66,121.66,58769
2017-01-25 10-45,121.645,121.645,121.645,121.645,65677
2017-01-25 10-46,121.56,121.56,121.56,121.56,88987
2017-01-25 10-47,121.56,121.56,121.56,121.56,60163
2017-01-25 10-48,121.585,121.585,121.585,121.585,84069
2017-01-25 10-49,121.565,121.565,121.565,121.565,53429
2017-01-25 10-50,121.56,121.56,121.56,121.56,56442
2017-01-25 10-51,121.5555,121.5555,121.5555,121.5555,60723
2017-01-25 10-52,121.55,121.55,121.55,121.55,113260
2017-01-25 10-53,121.52,121.52,121.52,121.52,64617
2017-01-25 10-54,121.49,121.49,121.49,121.49,81092
2017-01-25 10-55,121.475,121.475,121.475,121.475,55510
2017-01-25 10-56,121.43,121.43,121.43,121.43,56028
2017-01-25 10-57,121.44,121.44,121.44,121.44,140184
2017-01-25 10-58,121.475,121.475,121.475,121.475,45702
2017-01-25 10-59,121.46,121.46,121.46,121.46,72119
2017-01-25 11-00,121.485,121.485,121.485,121.485,40978
2017-01-25 11-01,121.44,121.44,121.44,121.44,69458
2017-01-25 11-02,121.47,121.47,121.47,121.47,72638
2017-01-25 11-03,121.5301,121.5301,121.5301,121.5301,83933
2017-01-25 11-04,121.5327,121.5327,121.5327,121.5327,50924
2017-01-25 11-05,121.52,121.52,121.52,121.52,67177
2017-01-25 11-06,121.51,121.51,121.51,121.51,36906
2017-01-25 11-07,121.51,121.51,121.51,121.51,54052
2017-01-25 11-08,121.555,121.555,121.555,121.555,65845
2017-01-25 11-09,121.565,121.565,121.565,121.565,24730
2017-01-25 11-10,121.56,121.56,121.56,121.56,45417
2017-01-25 11-11,121.51,121.51,121.51,121.51,53634
2017-01-25 11-12,121.5,121.5,121.5,121.5,34063
2017-01-25 11-13,121.48,121.48,121.48,121.48,63134
2017-01-25 11-14,121.48,121.48,121.48,121.48,78149
2017-01-25 11-15,121.48,121.48,121.48,121.48,42504
2017-01-25 11-16,121.475,121.475,121.475,121.475,23797
2017-01-25 11-17,121.475,121.475,121.475,121.475,38845
2017-01-25 11-18,121.5,121.5,121.5,121.5,34875
2017-01-25 11-19,121.51,121.51,121.51,121.51,47128
2017-01-25 11-20,121.495,121.495,121.495,121.495,45321
2017-01-25 11-21,121.45,121.45,121.45,121.45,68823
2017-01-25 11-22,121.4265,121.4265,121.4265,121.4265,169520
2017-01-25 11-23,121.37,121.37,121.37,121.37,128092
2017-01-25 11-24,121.355,121.355,121.355,121.355,40167
2017-01-25 11-25,121.3699,121.3699,121.3699,121.3699,61324
2017-01-25 11-26,121.36,121.36,121.36,121.36,40029
2017-01-25 11-27,121.3695,121.3695,121.3695,121.3695,30547
2017-01-25 11-28,121.341,121.341,121.341,121.341,52598
2017-01-25 11-29,121.36,121.36,121.36,121.36,45431
2017-01-25 11-30,121.3615,121.3615,121.3615,121.3615,55792
2017-01-25 11-31,121.37,121.37,121.37,121.37,50955
2017-01-25 11-32,121.32,121.32,121.32,121.32,43817
2017-01-25 11-33,121.305,121.305,121.305,121.305,65394
2017-01-25 11-34,121.275,121.275,121.275,121.275,95264
2017-01-25 11-35,121.2493,121.2493,121.2493,121.2493,57514
2017-01-25 11-36,121.18,121.18,121.18,121.18,59708
2017-01-25 11-37,121.215,121.215,121.215,121.215,59818
2017-01-25 11-38,121.245,121.245,121.245,121.245,44063
2017-01-25 11-39,121.21,121.21,121.21,121.21,39350
2017-01-25 11-40,121.24,121.24,121.24,121.24,43960
2017-01-25 11-41,121.24,121.24,121.24,121.24,91316
2017-01-25 11-42,121.24,121.24,121.24,121.24,51930
2017-01-25 11-43,121.24,121.24,121.24,121.24,139499
2017-01-25 11-44,121.2725,121.2725,121.2725,121.2725,37483
2017-01-25 11-45,121.275,121.275,121.275,121.275,62602
2017-01-25 11-46,121.285,121.285,121.285,121.285,47743
